id,kode,nama,uraian,enabled
1255,590,AGRARIA,-,1
1256,591,"Tataguna Tanah",-,1
1257,591.1,"Pemetaan dan Pengukuran",-,1
1258,591.2,Perpetaan,-,1
1259,591.3,"penyediaan Data",-,1
1260,591.4,"Fatwa Tata Guna Tanah",-,1
1261,591.5,"Tanah Kritis",-,1
1262,592,Landreform,-,1
1263,592.1,Redistribusi,-,1
1264,592.11,"Pendaftaran Pemilikan Dan Pengurusan",-,1
1265,592.12,"Penentuan Tanah Obyek Landreform",-,1
1266,592.13,"Pembagian Tanah Obyek Landreform",-,1
1267,592.14,"Sengketa Redistribusi Tanah Obyek Landreform",-,1
1268,592.2,"Ganti Rugi",-,1
1269,592.21,"Ganti Rugi Tanah Kelebihan","Meliputi : Sengketa Ganti Rugi Tanah Kelebihan Tanah",1
1270,592.22,"Ganti Rugi Tanah Absentee","Meliputi : Sengketa Ganti Rugi Tanah Absentee",1
1271,592.23,"Ganti Rugi Tanah Partikelir","Meliputi : Sengketa Ganti Rugi Tanah Partikelir",1
1272,592.3,"Bagi Hasil",-,1
1273,592.31,"Penetapan Imbangan Bagi Hasil",-,1
1274,592.32,"Pelaksanaan Perjanjian Bagi Hasil",-,1
1275,592.33,"Sengketa Perjanjian Bagi Hasil",-,1
1276,592.4,"Gadai Tanah",-,1
1277,592.41,"Pendaftaran Pemilikan Dan Pengurusan",-,1
1278,592.42,"Pelaksanaan Gadai Tanah",-,1
1279,592.43,"Sengketa Gadai Tanah",-,1
1280,592.5,"Bimbingan dan Penyuluhan",-,1
1281,592.6,Pengembangan,-,1
1282,592.7,"Yayasan Dana Landreform",-,1
1283,593,"Pengurusan Hak-Hak Tanah",-,1
1284,593.01,"Penyusunan Program Dan Bimbingan Teknis",-,1
1285,593.1,"Sewa Tanah",-,1
1286,593.11,"Sewa Tanah Untuk Tanaman Tertentu, Tebu, Tembakau, Rosela, Chorcorus",-,1
1287,593.2,"Hak Milik",-,1
1288,593.21,Perorangan,-,1
1289,593.22,"Badan Hukum",-,1
1290,593.3,"Hak Pakai",-,1
1291,593.31,Perorangan,-,1
1292,593.311,"Warga Negara Indonesia",-,1
1293,593.312,"Warga Negara Asing",-,1
1294,593.32,"Badan Hukum",-,1
1295,593.321,"Badan Hukum Indonesia",-,1
1296,593.322,"Badan Hukum Asing, Kedutaan, Konsulat Kantor Dagang Asing",-,1
1297,593.33,"Tanah Gedung-Gedung Negara",-,1
1298,593.4,"Guna Usaha",-,1
1299,593.41,"Perkebunan Besar",-,1
1300,593.42,"Perkebunan Rakyat",-,1
1301,593.43,Peternakan,-,1
1302,593.44,Perikanan,-,1
1303,593.45,Kehutanan,-,1
1304,593.5,"Hak Guna Bangunan",-,1
1305,593.51,Perorangan,-,1
1306,593.52,"Badan Hukum",-,1
1307,593.53,"P3MB (Panitia Pelaksana Penguasaan Milik Belanda)",-,1
1308,593.54,"Badan Hukum Asing Belanda-Prrk No 5165",-,1
1309,593.55,"Pemulihan Hak (Pen Pres 4/1960)",-,1
1310,593.6,"Hak Pengelolaan",-,1
1311,593.61,"PN Perumnas, Bonded Ware House, Industrial Estate, Real Estate",-,1
1312,593.62,"Perusahaan Daerah Pembangunan Perumahan",-,1
1313,593.7,"Sengketa Tanah",-,1
1314,593.71,"Peradilan Perkara Tanah",-,1
1315,593.8,"Pencabutan dan Pembebasan Tanah",-,1
1316,593.81,"Pencabutan Hak",-,1
1317,593.82,"Pembebasan Tanah",-,1
1318,593.83,"Ganti Rugi Tanah",-,1
1319,594,"Pendaftaran Tanah",-,1
1320,594.1,"Pengukuran / Pemetaan",-,1
1321,594.11,Fotogrametri,-,1
1322,594.12,Terristris,-,1
1323,594.13,Triangulasi,-,1
1324,594.14,Peralatan,-,1
1325,594.2,"Dana Pengukuran (Permen Agraria No. 61/1965)",-,1
1326,594.3,Sertifikat,-,1
1327,594.4,"Pejabat Pembuat Akta Tanah (PPAT)",-,1
1328,595,"Lahan Transmigrasi",-,1
1329,595.1,"Tataguna Tanah",-,1
1330,595.2,Landreform,-,1
1331,595.3,"Pengurusan Hak-Hak Tanah",-,1
1332,595.4,"Pendaftaran Tanah",-,1
1333,596,-,-,1
1334,597,-,-,1
1335,598,-,-,1
1336,599,-,-,1
1337,600,"PEKERJAAN UMUM DAN KETENAGAKERJAAN",-,1
1338,601,"Tata Bangunan Konstruksi Dan Industri Konstruksi",-,1
1339,602,"Kontraktor Pemborong",-,1
1340,602.1,Tender,-,1
1341,602.2,Pennunjukan,-,1
1342,602.3,Prakualifikasi,-,1
1343,602.31,"Daftar Rekanan Mampu (DRM)",-,1
1344,602.32,"Tanda Daftar Rekanan",-,1
1345,603,Arsitektur,-,1
1346,604,"Bahan Bangunan",-,1
1347,604.1,"Tanah Dan Batu Seperti: Batu Belah, Steen Slaag, Split dsb",-,1
1348,604.2,"Aspal, Aspal Buatan, Aspal Alam (butas)",-,1
1349,604.3,"Besi Dan Logam Lainnya",-,1
1350,604.31,"Besi Beton",-,1
1351,604.32,"Besi Profil",-,1
1352,604.33,Paku,-,1
1353,604.34,"Alumunium, Profil",-,1
1354,604.4,"Bahan-Bahan Pelindung Dan Pengawet ","(Cat, Tech Til, Pengawet Kayu)",1
1355,604.5,Semen,-,1
1356,604.6,Kayu,-,1
1357,604.7,"Bahan Penutup Atap ","(Genting, Asbes Gelombang, Seng Dan Sebagainya)",1
1358,604.8,"Alat-Alat Penggantung Dan Pengunci",-,1
1359,604.9,"Bahan-Bahan Bangunan Lainnya",-,1
1360,605,Instalasi,-,1
1361,605.1,"Instalasi Bangunan",-,1
1362,605.2,"Instalasi Listrik",-,1
1363,605.3,"Instalasi Air Sanitasi",-,1
1364,605.4,"Instalasi Pengatur Udara",-,1
1365,605.5,"Instalasi Akustik",-,1
1366,605.6,"Instalasi Cahaya / Penerangan",-,1
1367,606,"Konstruksi Pencegahan",-,1
1368,606.1,"Konstruksi Pencegahan Terhadap Kebakaran",-,1
1369,606.2,"Konstruksi Pencegahan Terhadap Gempa",-,1
1370,606.3,"Konstruksi Penegahan Terhadap Angin Udara/Panas",-,1
1371,606.4,"Konstruksi Pencegahan Terhadap Kegaduhan",-,1
1372,606.5,"Konstruksi Pencegahan Terhadap Gas/Explosive",-,1
1373,606.6,"Konstruksi Pencegahan Terhadap Serangga",-,1
1374,606.7,"Konstruksi Pencegahan Terhadap Radiasi Atom",-,1
1375,607,-,-,1
1376,608,-,-,1
1377,609,-,-,1
1378,610,PENGAIRAN,-,1
1379,611,Irigasi,-,1
1380,611.1,"Bangunan Waduk",-,1
1381,611.11,Bendungan,-,1
1382,611.12,Tanggul,-,1
1383,611.13,"Pelimpahan Banjir",-,1
1384,611.14,"Menara Pengambilan",-,1
1385,611.2,"Bangunan Pengambilan",-,1
1386,611.21,Bendungan,-,1
1387,611.22,"Bendungan Dengan Pintu Bilas",-,1
1388,611.23,"Bendungan Dengan Pompa",-,1
1389,611.24,"Pengambilan Bebas",-,1
1390,611.25,"Pengambilan Bebas Dengan Pompa",-,1
1391,611.26,"Sumur Dengan Pompa",-,1
1392,611.27,"Kantung Lumpur",-,1
1393,611.28,"Slit Ekstrator",-,1
1394,611.29,"Escope Channel",-,1
1395,611.3,"Bangunan Pembawa",-,1
1396,611.31,Saluran,-,1
1397,611.311,"Saluran Induk",-,1
1398,611.312,"Saluran Sekunder",-,1
1399,611.313,Suplesi,-,1
1400,611.314,Tersier,-,1
1401,611.315,"Saluran Kwarter",-,1
1402,611.316,"Saluran Pasangan",-,1
1403,611.317,"Saluran Tertutup / Terowongan",-,1
1404,611.32,Bangunan,-,1
1405,611.321,"Bangunan Bagi",-,1
1406,611.322,"Bangunan Bagi Dan Sadap",-,1
1407,611.323,"Bangunan Sadap",-,1
1408,611.324,"Bangunan Check",-,1
1409,611.325,"Bangunan Terjun",-,1
1410,611.33,"Box Tersier",-,1
1411,611.34,"Got Miring",-,1
1412,611.35,Talang,-,1
1413,611.36,Syphon,-,1
1414,611.37,Gorong-Gorong,-,1
1415,611.38,"Pelimpah Samping",-,1
1416,611.4,"Bangunan Pembuang",-,1
1417,611.41,Saluran,-,1
1418,611.411,"Saluran Pembuang Induk",-,1
1419,611.412,"Saluran Pembuang Sekunder",-,1
1420,611.413,"Saluran Tersier",-,1
1421,611.42,Bangunan,-,1
1422,611.421,"Bangunan Outlet",-,1
1423,611.422,"Bangunan Terjun",-,1
1424,611.423,"Bangunan Penahan Banjir",-,1
1425,611.43,"Gorong-Gorong Pembuang",-,1
1426,611.44,"Talang Pembuang",-,1
1427,611.45,"Syphon Pembuang",-,1
1428,611.5,"Bangunan Lainnya",-,1
1429,611.51,Jalan,-,1
1430,611.511,"Jalan Inspeksi",-,1
1431,611.512,"Jalan Logistik Waduk Lapangan",-,1
1432,611.52,Jembatan,-,1
1433,611.521,"Jembatan Inspeksi",-,1
1434,611.522,"Jembatan Hewan",-,1
1435,611.53,"Tangga Cuci",-,1
1436,611.54,"Kubangan Kerbau",-,1
1437,611.55,"Waduk Lapangan",-,1
1438,611.56,"Bangunan Penunjang",-,1
1439,611.57,"Jaringan Telepon",-,1
1440,611.58,"Stasiun Agro",-,1
1441,612,Folder,-,1
1442,612.1,"Tanggul Keliling",-,1
1443,612.11,Tanggul,-,1
1444,612.12,"Bangunan Penutup Sungai",-,1
1445,612.13,Jembatan,-,1
1446,612.2,"Bangunan Pembawa",-,1
1447,612.21,Saluran,-,1
1448,612.211,"Saluran Muka",-,1
1449,612.212,"Saluran Pembawa Waduk",-,1
1450,612.213,"Saluran Pembawa Sekunder",-,1
1451,612.22,"Stasiun Pompa Pemasukan",-,1
1452,612.23,"Bangunan Bagi",-,1
1453,612.24,Gorong-Gorong,-,1
1454,612.25,Syphon,-,1
1455,612.3,"Bangunan Pembuang",-,1
1456,612.31,"Stasiun Pompa Pembuang",-,1
1457,612.32,Saluran,-,1
1458,612.321,"Saluran Pembuang Induk",-,1
1459,612.322,"Saluran Pembuang Sekunder",-,1
1460,612.33,"Pintu Air Pembuangan",-,1
1461,612.34,"Gorong-Gorong Pembuangan",-,1
1462,612.35,"Syphon Pembuangan",-,1
1463,612.4,"Bangunan Lainnya",-,1
1464,612.41,Bangunan,-,1
1465,612.411,"Bangunan Pengukur Air",-,1
1466,612.412,"Bangunan Pengukur Curah Hujan",-,1
1467,612.413,"Bangunan Gudang Stasiun Pompa",-,1
1468,612.414,"Bangunan Listrik Stasiun Pompa",-,1
1469,612.42,"Rumah Petugas Aksploitasi",-,1
1470,613,"Pasang Surut",-,1
1471,613.1,"Bangunan Pembawa",-,1
1472,613.11,Saluran,-,1
1473,613.111,"Saluran Pembawa Induk",-,1
1474,613.112,"Saluran Pembawa Sekunder",-,1
1475,613.113,"Saluran Pembawa Tersier",-,1
1476,613.114,"Saluran penyimpanan air",-,1
1477,613.12,"Bangunan Pintu Pemasukan",-,1
1478,613.2,"Bangunan Pembuang",-,1
1479,613.21,Saluran,-,1
1480,613.211,"Saluran Pembuang Induk",-,1
1481,613.212,"Saluran Pembuang Sekunder",-,1
1482,613.213,"Saluran Pembuang Tersier",-,1
1483,613.214,"Saluran Pengumpul Air",-,1
1484,613.22,"Bangunan Pintu Pembuang",-,1
1485,613.3,"Bangunan Lainnya",-,1
1486,613.31,"Kolam Pasang",-,1
1487,613.32,Saluran,-,1
1488,613.321,"Saluran Lalu Lintas",-,1
1489,613.322,"Saluran Muka",-,1
1490,613.33,Bangunan,-,1
1491,613.331,"Bangunan Penangkis Kotoran",-,1
1492,613.332,"Bangunan Pengukur Muka Air",-,1
1493,613.333,"Bangunan Pengukur Curah Hujan",-,1
1494,613.34,Jalan,-,1
1495,613.35,Jembatan,-,1
1496,614,"Pengendalian Sungai",-,1
1497,614.1,"Bangunan Pengaman",-,1
1498,614.11,"Tanggul Banjir",-,1
1499,614.12,"Pintu Pengatur Banjir",-,1
1500,614.13,"Klep Pengatur Banjir",-,1
1501,614.14,"Tembok Pengaman Talud",-,1
1502,614.15,Krib,-,1
1503,614.16,"Kantung Lumpur",-,1
1504,614.17,Check-Dam,-,1
1505,614.18,Syphon,-,1
1506,614.2,"Saluran Pengaman",-,1
1507,614.21,"Saluran Banjir",-,1
1508,614.22,"Saluran Drainage",-,1
1509,614.23,Corepure,-,1
1510,614.3,"Bangunan Lainnya",-,1
1511,614.31,"Warning System",-,1
1512,614.32,Stasiun,-,1
1513,614.321,"Stasiun Pengukur Curah Hujan",-,1
1514,614.322,"Stasiun Pengukur Air",-,1
1515,614.323,"Stasiun Pengukur Cuaca",-,1
1516,614.324,"Stasiun Pos Penjagaan",-,1
1517,615,"Pengamanan Pantai",-,1
1518,615.1,Tanggul,-,1
1519,615.2,Krib,-,1
1520,615.3,"Bangunan Lainnya",-,1
1521,616,"Air Tanah",-,1
1522,616.1,"Stasiun Pompa",-,1
1523,616.2,"Bangunan Pembawa",-,1
1524,616.3,"Bangunan Pembuang",-,1
1525,616.4,"Bangunan Lainnya",-,1
1526,617,-,-,1
1527,618,-,-,1
1528,619,-,-,1
1529,620,JALAN,-,1
1530,621,"Jalan Kota",-,1
1531,621.1,"Daerah Penguasaan",-,1
1532,621.11,Tanah,-,1
1533,621.12,Tanaman,-,1
1534,621.13,Bangunan,-,1
1535,621.2,"Bangunan Sementara",-,1
1536,621.21,"Jalan Sementara",-,1
1537,621.22,"Jembatan Sementara",-,1
1538,621.23,"Kantor Proyek",-,1
1539,621.24,"Gedung Proyek",-,1
1540,621.25,"Barak Kerja",-,1
1541,621.26,"Laboratorium Lapangan",-,1
1542,621.27,Rumah,-,1
1543,621.3,"Badan Jalan",-,1
1544,621.31,"Pekerjaan Tanah (Earth Work)",-,1
1545,621.32,Stabilisasi,-,1
1546,621.4,Perkerasan,-,1
1547,621.41,"Lapis Pondasi Bawah",-,1
1548,621.42,"Lapis Pondasi",-,1
1549,621.43,"Lapis Permukaan",-,1
1550,621.5,Drainage,-,1
1551,621.51,"Parit Tanah",-,1
1552,621.52,"Gorong-Gorong (Culvert)",-,1
1553,621.6,"Buku Trotuir",-,1
1554,621.61,Tanah,-,1
1555,621.62,Perkerasan,-,1
1556,621.63,Pasangan,-,1
1557,621.7,Median,-,1
1558,621.71,Tanah,-,1
1559,621.72,Tanaman,-,1
1560,621.73,Perkerasan,-,1
1561,621.74,Pasangan,-,1
1562,621.8,"Daerah Samping",-,1
1563,621.81,Tanaman,-,1
1564,621.82,Pagar,-,1
1565,621.9,"Bangunan Pelengkap Dan Pengamanan",-,1
1566,621.91,"Rambu-Rambu/Tanda-Tanda Lalu Lintas",-,1
1567,621.92,"Lampu Penerangan",-,1
1568,621.93,"Lampu Pengatur Lalu Lintas",-,1
1569,621.94,"Patok-Patok KM",-,1
1570,621.95,"Patok-Patok ROW (Sempadan)",-,1
1571,621.96,"Rel Pengamanan",-,1
1572,621.97,Pagar,-,1
1573,621.98,"Turap Penahan",-,1
1574,621.99,Bronjong,-,1
1575,622,"Jalan Luar Kota",-,1
1576,622.1,"Daerah Penguasaan",-,1
1577,622.11,Tanah,-,1
1578,622.12,Tanaman,-,1
1579,622.13,Bangunan,-,1
1580,622.2,"Bangunan Sementara",-,1
1581,622.21,"Jalan Sementara",-,1
1582,622.22,"Jembatan Sementara",-,1
1583,622.23,"Kantor Proyek",-,1
1584,622.24,"Gudang Proyek",-,1
1585,622.25,"Barak Kerja",-,1
1586,622.26,"Laboratorium Lapangan",-,1
1587,622.27,Rumah,-,1
1588,622.3,"Badan Jalan",-,1
1589,622.31,"Pekerjaan Tanah (Earth Work)",-,1
1590,622.32,Stabilisasi,-,1
1591,622.4,Perkerasan,-,1
1592,622.41,"Lapis Pondasi Bawah",-,1
1593,622.42,"Lapis Pondasi",-,1
1594,622.43,"Lapis Permukaan",-,1
1595,622.5,Drainage,-,1
1596,622.51,Parit,-,1
1597,622.52,"Gorong-Gorong (Culvert)",-,1
1598,622.53,"Sub Drainage",-,1
1599,622.6,Trotoar,-,1
1600,622.61,Tanah,-,1
1601,622.62,Perkerasan,-,1
1602,622.7,Median,-,1
1603,622.71,Tanah,-,1
1604,622.72,Tanaman,-,1
1605,622.73,Perkerasan,-,1
1606,622.74,Pasangan,-,1
1607,622.8,"Daerah Samping",-,1
1608,622.81,Tanaman,-,1
1609,622.82,Pagar,-,1
1610,622.9,"Bangunan Pelengkap Dan Pengamanan",-,1
1611,622.91,"Rambu-Rambu/Tanda-Tanda Lalu Lintas",-,1
1612,622.92,"Lampu Penerangan",-,1
1613,622.93,"Lampu Pengatur Lalu Lintas",-,1
1614,622.94,"Patok-Patok KM",-,1
1615,622.95,"Patok-Patok ROW (Sempadan)",-,1
1616,622.96,"Rel Pengamanan",-,1
1617,622.97,Pagar,-,1
1618,622.98,"Turap Penahan",-,1
1619,622.99,Bronjong,-,1
1620,623,-,-,1
1621,623,-,-,1
1622,623,-,-,1
1623,630,JEMBATAN,-,1
1624,631,"Jembatan Pada Jalan Kota",-,1
1625,631.1,"Daerah Penguasaan",-,1
1626,631.11,Tanah,-,1
1627,631.12,Tanaman,-,1
1628,631.13,Bangunan,-,1
1629,631.2,"Bangunan Sementara",-,1
1630,631.21,"Jalan Sementara",-,1
1631,631.22,"Jembatan Sementara",-,1
1632,631.23,"Kantor Proyek",-,1
1633,631.24,"Gudang Proyek",-,1
1634,631.25,"Barak Kerja",-,1
1635,631.26,"Laboratorium Lapangan",-,1
1636,631.27,Rumah,-,1
1637,631.3,"Pekerjaan Tanah (Earth Work)",-,1
1638,631.31,"Galian Tanah",-,1
1639,631.32,"Timbunan Tanah",-,1
1640,631.4,Pondasi,-,1
1641,631.41,"Pondasi Kepala Jalan",-,1
1642,631.42,"Pondasi Pilar",-,1
1643,631.43,Angker,-,1
1644,631.5,"Bangunan Bawah",-,1
1645,631.51,"Kepala Jembatan",-,1
1646,631.52,Pilar,-,1
1647,631.53,Piloon,-,1
1648,631.54,Landasan,-,1
1649,631.6,Bangunan,-,1
1650,631.61,Gelagar,-,1
1651,631.62,Lantai,-,1
1652,631.63,Perkerasan,-,1
1653,631.64,"Jalan Orang / Trotoar",-,1
1654,631.65,Sandaran,-,1
1655,631.66,"Talang air",-,1
1656,631.7,"Bangunan / Pengaman",-,1
1657,631.71,"Turap Penahan",-,1
1658,631.72,Bronjong,-,1
1659,631.73,,-,1
1660,631.74,"Kist Dam",-,1
1661,631.75,Corepure,-,1
1662,631.76,Krib,-,1
1663,631.8,"Bangunan Pelengkap",-,1
1664,631.81,"Rambu-Rambu/Tanda-Tanda Lalu Lintas",-,1
1665,631.82,"Lampu Penerangan",-,1
1666,631.83,"Lampu Pengatur Lalu Lintas",-,1
1667,631.84,"Patok Pengaman",-,1
1668,631.85,"Patok ROW (Sempadan)",-,1
1669,631.86,Pagar,-,1
1670,631.9,Oprit,-,1
1671,631.91,Badan,-,1
1672,631.92,Perkerasan,-,1
1673,631.93,Drainage,-,1
1674,631.94,Baku,-,1
1675,631.95,Median,-,1
1676,632,"Jembatan Pada Jalan Luar Kota",-,1
1677,632.1,"Daerah Penguasaan",-,1
1678,632.11,Tanah,-,1
1679,632.12,Tanaman,-,1
1680,632.13,Bangunan,-,1
1681,632.2,"Bangunan Sementara",-,1
1682,632.21,"Jalan Sementara",-,1
1683,632.22,"Jembatan Sementara",-,1
1684,632.23,"Kantor Proyek",-,1
1685,632.24,"Gudang Proyek",-,1
1686,632.25,"Barak Kerja",-,1
1687,632.26,"Laboratorium Lapangan",-,1
1688,632.27,Rumah,-,1
1689,632.3,"Pekerjaan Tanah (Earth Work)",-,1
1690,632.31,"Galian Tanah",-,1
1691,632.32,"Timnunan Tanah",-,1
1692,632.4,Pondasi,-,1
1693,632.41,"Pondasi Kepala Jembatan",-,1
1694,632.42,"Pondasi Pilar",-,1
1695,632.43,"Pondasi Angker",-,1
1696,632.5,"Bangunan Bawah",-,1
1697,632.51,"Kepala Jembatan",-,1
1698,632.52,Pilar,-,1
1699,632.53,Piloon,-,1
1700,632.54,Landasan,-,1
1701,632.6,"Bangunan Atas",-,1
1702,632.61,Gelagar,-,1
1703,632.62,Lantai,-,1
1704,632.63,Perkerasan,-,1
1705,632.64,"Jalan Orang / Trotoar",-,1
1706,632.65,Sandaran,-,1
1707,632.66,"Talang Air",-,1
1708,632.7,"Bangunan Pengaman",-,1
1709,632.71,"Turap / Penahan",-,1
1710,632.72,Bronjong,-,1
1711,632.73,"Stek Dam",-,1
1712,632.74,"Kist Dam",-,1
1713,632.75,Corepure,-,1
1714,632.76,Krib,-,1
1715,632.8,"Bangunan Pelengkap",-,1
1716,632.81,"Rambu-Rambu/Tanda-Tanda Lalu Lintas",-,1
1717,632.82,"Lampu Penerangan",-,1
1718,632.83,"Lampu Pengatur Lalu Lintas",-,1
1719,632.84,"Patok Pengaman",-,1
1720,632.85,"Patok ROW (Sempadan)",-,1
1721,632.86,Pagar,-,1
1722,632.9,Oprit,-,1
1723,632.91,Badan,-,1
1724,632.92,Perkerasan,-,1
1725,632.93,Drainage,-,1
1726,632.94,Baku,-,1
1727,632.95,Median,-,1
1728,633,-,-,1
1729,634,-,-,1
1730,635,-,-,1
1731,640,BANGUNAN,-,1
1732,640.1,"Gedung Pengadilan",-,1
1733,640.2,"Rumah Pejabat Negara",-,1
1734,640.3,"Gedung DPR",-,1
1735,640.4,"Gedung Balai Kota",-,1
1736,640.5,Penjara,-,1
1737,640.6,Perkantoran,-,1
1738,642,"Bangunan Pendidikan",-,1
1739,642.1,"Taman Kanak-Kanak",-,1
1740,642.2,"SD & SEKOLAH MENENGAH",-,1
1741,642.3,"Perguruan Tinggi",-,1
1742,643,"Bangunan Rekreasi",-,1
1743,643.1,"BANGUNAN OLAH RAGA",-,1
1744,643.2,"Gedung Kesenian",-,1
1745,643.3,"Gedung Pemancar",-,1
1746,644,"Bangunan Perdagangan",-,1
1747,644.1,"Pusat Perbelanjaan",-,1
1748,644.2,"Gedung Perdagangan",-,1
1749,644.3,Bank,-,1
1750,644.4,Pekantoran,-,1
1751,645,"Bangunan Pelayanan Umum",-,1
1752,645.1,MCK,-,1
1753,645.2,"Gedung Parkir",-,1
1754,645.3,"Rumah Sakit",-,1
1755,645.4,"Gedung Telkom",-,1
1756,645.5,"Terminal Angkutan udara",-,1
1757,645.6,"Terminal Angkutan udara",-,1
1758,645.7,"Terminal Angkutan Darat",-,1
1759,645.8,"Bangunan Keagamaan",-,1
1760,646,"Bangunan Peninggalan Sejarah",-,1
1761,646.1,Monumen,-,1
1762,646.2,Candi,-,1
1763,646.3,Keraton,-,1
1764,646.4,"Rumah Tradisional",-,1
1765,647,"Bangunan Industri",-,1
1766,648,"Bangunan Tempat Tinggal",-,1
1767,648.1,"Rumah Perkotaan",-,1
1768,648.11,"Inti / Sederhana",-,1
1769,648.12,"Sedang / Mewah",-,1
1770,648.2,"Rumah Pedesaan",-,1
1771,648.21,"Rumah Contoh",-,1
1772,648.3,"Real Estate",-,1
1773,648.4,Bapetarum,-,1
1774,649,"Elemen Bangunan",-,1
1775,649.1,Pondasi,-,1
1776,649.11,"Di Atas Tiang",-,1
1777,649.2,Dinding,-,1
1778,649.21,"Penahan Beban",-,1
1779,649.22,"Tidak Menahan Beban",-,1
1780,649.3,Atap,-,1
1781,649.4,"Lantai / Langit-Langit",-,1
1782,649.41,Supended,-,1
1783,649.42,Solit,-,1
1784,649.5,"Pintu / Jendela",-,1
1785,649.51,"Pintu Harmonik",-,1
1786,649.52,"Pintu Biasa",-,1
1787,649.53,"Pintu Sorong",-,1
1788,649.54,"Pintu Kayu",-,1
1789,649.55,"Jendela Sorong",-,1
1790,649.56,"Jendela Vertikal",-,1
1791,650,"TATA KOTA",-,1
1792,651,"Daerah Perdagangan / Pelabuhan",-,1
1793,651.1,"Daerah Pusat Perbelanjaan",-,1
1794,651.2,"Daerah Perkotaan",-,1
1795,652,"Daerah Pemerintah",-,1
1796,653,"Daerah Perumahan",-,1
1797,653.1,"Kepadatan Rendah",-,1
1798,653.2,"Kepadatan Tinggi",-,1
1799,654,"Daerah Industri",-,1
1800,654.1,"Industri Berat",-,1
1801,654.2,"Industri Ringan",-,1
1802,654.3,"Industri Ringan (Home Industry)",-,1
1803,655,"Daerah Rekreasi",-,1
1804,655.1,"Public Garden",-,1
1805,655.2,"Sport & Playing Fields",-,1
1806,655.3,"Open Space",-,1
1807,656,"Transportasi (Tata Letak)",-,1
1808,656.1,"Jaringan Jalan",-,1
1809,656.11,"Penerangan Jalan",-,1
1810,656.2,"Jaringan Kereta Api",-,1
1811,656.3,"Jaringan Sungai",-,1
1812,657,Assaineering,-,1
1813,657.1,"Saluran Pengumpulan",-,1
1814,657.2,"Instalasi Pengolahan",-,1
1815,657.21,Bangunan,-,1
1816,657.211,"Bangunan Penyaringan",-,1
1817,657.212,"Bangunan Penghancur Kotoran / Sampah",-,1
1818,657.213,"Bangunan Pengendap",-,1
1819,657.214,"Bangunan Pengering Lumpur",-,1
1820,657.22,"Unit Densifektan",-,1
1821,657.23,"Unit Perpompaan",-,1
1822,658,"Kesehatan Lingkungan",-,1
1823,658.1,Persampahan,-,1
1824,658.11,"Bangunan Pengumpul",-,1
1825,658.12,"Bangunan Pemusnahan",-,1
1826,658.2,"Pengotoran Udara",-,1
1827,658.3,"pengotoran Air",-,1
1828,658.31,"Air Buangan Industri Limbah",-,1
1829,658.4,Kegaduhan,-,1
1830,658.5,"Kebersihan Kota",-,1
1831,659,-,-,1
1832,660,"TATA LINGKUNGAN",-,1
1833,660.1,Persampahan,-,1
1834,660.2,"Kebersihan Lingkungan",-,1
1835,660.3,Pencemaran,-,1
1836,660.31,"Pecemaran Air",-,1
1837,660.32,"Pencemaran Udara",-,1
1838,661,"Daerah Hutan",-,1
1839,662,"Daerah Pertanian",-,1
1840,663,"Daerah Pemikiman",-,1
1841,664,"Pusat Pertumbuhan",-,1
1842,665,Transportasi,-,1
1843,665.1,"Jaringan Jalan",-,1
1844,665.2,"Jaringan Kereta Api",-,1
1845,665.3,"Jaringan Sungai",-,1
1846,666,-,-,1
1847,667,-,-,1
1848,668,-,-,1
1849,670,KETENAGAAN,-,1
1850,671,Listrik,-,1
1851,671.1,Kelistrikan,-,1
1852,671.11,"Kelisrikan PLN",-,1
1853,671.12,"Kelistrikan Non PLN",-,1
1854,671.2,"Pembangkit Tenaga Listrik",-,1
1855,671.21,"PLTA  ( Pembangkit  Listrik Tenaga Air )",-,1
1856,671.22,"PLTD  ( Pembangkit Listrik Tenaga Diesel )",-,1
1857,671.23,"PLTG P ( Pembangkit Listrik Tenaga Gas )",-,1
1858,671.24,"PLTM ( Pembangkit  Listrik Tenaga Matahari )",-,1
1859,671.25,"PLTN ( Pembangkit Listrik Tenaga Nuklir )",-,1
1860,671.26,"PLTPB ( Pembangkit Listrik Tenaga Uap )",-,1
1861,671.3,"Transmisi Tenaga Listrik",-,1
1862,671.31,"Gardu Induk/Gardu Penghubung/Gardu Trafo",-,1
1863,671.32,"Saluran Udara Tegangan Tinggi",-,1
1864,671.33,"Kabel Bawah Tanah",-,1
1865,671.4,"Distribusi Tenaga Listrik",-,1
1866,671.41,"Gardu Distribusi",-,1
1867,671.42,"Tegangan Rendah",-,1
1868,671.43,"Tegangan Menengah",-,1
1869,671.44,"Jaringan Bawah Tanah",-,1
1870,671.5,"Pengusahaan Listrik",-,1
1871,671.51,"Sambungan Listrik",-,1
1872,671.52,"Penjualan Tenaga Listrik",-,1
1873,671.53,"Tarif Listrik",-,1
1874,672,"Tenaga Air",-,1
1875,673,"Tenaga Minyak",-,1
1876,674,"Tenaga Gas",-,1
1877,675,"Tenaga Matahari",-,1
1878,676,"Tenaga Nuklir",-,1
1879,677,"Tenaga Panas Bumi",-,1
1880,678,"Tenaga Uap",-,1
1881,679,"Tenaga Lainya",-,1
1882,680,PERALATAN,-,1
1883,681,-,-,1
